,sentence,cluster,distance_from_cluster_center,cluster_average_distance_from_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
1079,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1080,do not know,20,10.961746920642405,11.086123157436502,0.12437623679409704,0.1452214692343038
1081,ty firstname,3,0.7943533694148448,0.7445590811429962,0.04979428827184862,0.029393247624748563
1082,ha,2,19.02662252419794,18.942110806865355,0.08451171733258533,0.17193686878325795
1083,that was not very nice of firstname,51,0.9999068824033424,0.9999130636934231,6.181290080786717e-06,6.687429383198461e-06
1084,"hmm, you targeted someone so fast firstname, ... mafia trying to point fingers? ",25,0.9912325765228027,0.9897311651733597,0.0015014113494430381,0.000856341231924151
1085,dance fighting is how all mafia disputes are settled,47,0.7438049376124504,0.6663907601643864,0.077414177448064,0.08073377964213072
1086,well i guess we're killing this guy,30,0.7954828754615121,0.8268573241750891,0.031374448713576975,0.04992921205946025
1087,do the votes have to be unanimous or just 'most votes wins',84,12.285759023481665,12.21518679428197,0.07057222919969597,0.06166262861509279
1088,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1089,not sure tbh,20,10.988843761278536,11.086123157436502,0.09727939615796544,0.1452214692343038
1090,seem ok,74,0.9873974614657987,0.9883353677274148,0.0009379062616161615,0.0021239652227093113
1091,we off'd one of our own... seems firstname lastname needs to go now..,1,0.9461543195684705,0.9528044425537741,0.0066501229853035415,0.004265219544808686
1092,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
1093,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1094,something suspicious about firstname lastname,51,0.9999136759598135,0.9999130636934231,6.122663903651571e-07,6.687429383198461e-06
1095,"i think it's firstname, too quiet",51,0.9999117931044144,0.9999130636934231,1.2705890087838512e-06,6.687429383198461e-06
1096,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1097,hahaha,2,18.798195209172064,18.942110806865355,0.1439155976932902,0.17193686878325795
1098,dance fight,24,5.902822537032513,5.851028709617839,0.05179382741467453,0.0729696577050772
1099,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1100,lets eliminate firstname ,59,33.06092169766236,33.13409368185245,0.07317198419008974,0.06970708567874426
1101,hi ,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1102,firstname tried to break my legs,53,0.9999980239597401,0.9999977717577576,2.522019825201838e-07,2.3375600518710038e-07
1103,so who is next?,48,0.9940993752175334,1.2472438855734946,0.2531445103559612,0.2494141482093307
1104,yeah it is fast,29,0.9879631944387427,0.9863206107627364,0.0016425836760063373,0.0013897498500105056
1105,ok firstname it is,93,40.6779738716335,40.689548484544986,0.011574612911488202,0.05203896464367442
1106,day time,78,6.055667551381067,5.873663978881589,0.18200357249947796,0.16344901597834802
1107,"no, i'm a good guy.",74,0.9879667832886349,0.9883353677274148,0.00036858443877996194,0.0021239652227093113
1108,get him!,50,12.315554198759035,12.361733751288014,0.04617955252897943,0.08639634534763625
1109,:/ i'm not mafia... ,56,35.998269482385105,36.05753173246011,0.05926225007500818,0.06841589000406181
1110,maybe quiet is a bystander trying to stay away from the mafia,47,0.7407219608593713,0.6663907601643864,0.07433120069498489,0.08073377964213072
1111,only one way to find out!,70,0.8863029337916147,0.8824358395546856,0.003867094236929103,0.030485003112308548
1112,still leaning towards firstname,82,0.9998457671508698,0.999850210406959,4.443256089170511e-06,9.529730017608334e-06
1113,firstname's turn....,53,0.9999977027636235,0.9999977717577576,6.899413407257526e-08,2.3375600518710038e-07
1114,why would it be me firstname & firstname? i voted against the mafia last round... maybe you two are part of it to?,14,5.97869970683363,5.962451794024361,0.01624791280926896,0.06878185089332184
1115,has firstname lastname voted at all??,71,0.6696020585757753,0.7447523425042673,0.07515028392849199,0.09356876727749143
1116,"it might be firstname lastname... killing off firstname who accused him ""yesterday""",98,0.8826325209567458,0.8605426550854535,0.022089865871292358,0.016471891065239226
1117,hmmmmmmm,13,10.212094114741541,10.155813942738078,0.056280172003463136,0.06332899782991863
1118,we needed to vote someone off to kill the mafia,4,0.9999082119970873,0.9999138659910641,5.653993976784122e-06,1.1829925927452053e-05
1119,it can't be firstname,51,0.9999039027178177,0.9999130636934231,9.160975605437827e-06,6.687429383198461e-06
1120,it doesn't make sense to be firstname.,51,0.9999022265731349,0.9999130636934231,1.0837120288265112e-05,6.687429383198461e-06
1121,i vote firstname c. since she voted off firstname first,57,4.485712088293669,4.384021632424081,0.10169045586958791,0.08720352297895374
1122,mafia is gonna win cause you are idiots.,56,36.1309601849528,36.05753173246011,0.07342845249268493,0.06841589000406181
1123,woot,22,2.6772914768121594,2.792625051548908,0.11533357473674855,0.11475557292545838
1124,lets go mafia!,56,36.08796303365322,36.05753173246011,0.030431301193104332,0.06841589000406181
1125,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1126,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
1127,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
1128,are you sure?,99,10.021933455445744,10.067090541389126,0.04515708594338186,0.09218508946528184
1129,everyone agreeing firstname is probably mafia,25,0.9889443729290632,0.9897311651733597,0.0007867922442964526,0.000856341231924151
1130,m just trying to get this party started,24,5.882969237625851,5.851028709617839,0.03194052800801206,0.0729696577050772
1131,i',28,10.629363484649168,10.725839781779905,0.09647629713073691,0.11842578169027054
1132,i'll make my own mob out of these bystanders,83,1.9460069748705437,2.098712583394377,0.1527056085238334,0.17636755963001124
1133,good she's gone,19,10.791942823616866,10.849164609842095,0.05722178622522911,0.05568512764916732
1134,firstname... that sounds like someone in the mafia ,25,0.9893197989846803,0.9897311651733597,0.00041136618867942953,0.000856341231924151
1135,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
1136,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1137,mornin folks!,5,0.9755163822243161,0.9664023612777154,0.009114020946600743,0.008483793331903746
1138,morning,78,5.731032396807609,5.873663978881589,0.14263158207397986,0.16344901597834802
1139,see they voted firstname out...other person that wanted her out was firstname. he's the next mafia,14,5.930311677766247,5.962451794024361,0.032140116258113416,0.06878185089332184
1140,bwahaha,22,2.7238930394013576,2.792625051548908,0.06873201214755031,0.11475557292545838
1141,i can't read,67,0.9980852595120835,0.9979666090711544,0.00011865044092906896,0.0003859492433240073
1142,"vote me, i'm a dum dum",12,14.238831494617589,14.141426684408504,0.09740481020908476,0.06588901518489934
1143,"yeah, he didn't get to say much yesterday",58,1.017278744842939,0.9268439887271519,0.09043475611578711,0.13259817901605783
1144,who want to go first?,24,5.6559331189714195,5.851028709617839,0.19509559064641913,0.0729696577050772
1145,ready to kick someone...,24,5.8036328999602365,5.851028709617839,0.04739580965760215,0.0729696577050772
1146,try..hahahah,2,19.311543737506693,18.942110806865355,0.369432930641338,0.17193686878325795
1147,yes kick her out,19,10.890539009042415,10.849164609842095,0.041374399200320156,0.05568512764916732
1148,very gd morning,32,7.521988260164439,7.453248793542247,0.06873946662219144,0.142773291498628
1149,ok,7,0.16628758960955103,0.34595400517246344,0.1796664155629124,0.2732986159199743
1150,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1151,i agree. let's eliminate firstname.,59,33.122805341917775,33.13409368185245,0.01128833993467282,0.06970708567874426
1152,even firstname agrees that firstname cannot be trusted.,51,0.9999188127974961,0.9999130636934231,5.749104072916289e-06,6.687429383198461e-06
1153,i am not mafia. ,56,35.96034101302869,36.05753173246011,0.0971907194314241,0.06841589000406181
1154,notice that firstname was eliminated last night?,71,0.9364338240138953,0.7447523425042673,0.19168148150962805,0.09356876727749143
1155,hello!,26,12.080788373372162,12.138052606700654,0.05726423332849251,0.08624934014093313
1156,"firstname lastname... that guy has been in quite a few movies, i bet he's got mob connections. i vote firstname lastname is the mafioso! ",9,10.632994387171681,10.630516015353173,0.002478371818508407,0.12419282113910995
1157,"agreed, lastname was very quick to throw her under the bus. ",1,0.956293507949367,0.9528044425537741,0.003489065395592905,0.004265219544808686
1158,sounds like something a mob boss would say. ,83,1.9005908322356675,2.098712583394377,0.19812175115870967,0.17636755963001124
1159,firstname firstname,3,0.734958666601066,0.7445590811429962,0.009600414541930169,0.029393247624748563
1160,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
1161,how about you?,74,0.987512440025721,0.9883353677274148,0.0008229277016937875,0.0021239652227093113
1162,lastname sounds like it,1,0.9528522734759939,0.9528044425537741,4.783092221982699e-05,0.004265219544808686
1163,hmm,13,10.110213208016665,10.155813942738078,0.045600734721412906,0.06332899782991863
1164,firstname was quick to point his finger at firstname.,51,0.9999177957419014,0.9999130636934231,4.732048478284234e-06,6.687429383198461e-06
1165,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1166,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1167,i,28,10.622016027867714,10.725839781779905,0.10382375391219156,0.11842578169027054
1168,i agree,15,8.956310651323776,9.046157536489424,0.08984688516564887,0.12462998059354011
1169,firstname can't be trusted,51,0.9999095358586539,0.9999130636934231,3.5278347692013767e-06,6.687429383198461e-06
1170,i don't know,20,10.970904402833487,11.086123157436502,0.11521875460301523,0.1452214692343038
1171,you got any inclination?,99,10.121064288569798,10.067090541389126,0.05397374718067205,0.09218508946528184
1172,sure,31,1.6182705579872478,1.68462537176191,0.06635481377466212,0.1321382238159041
1173,or did they?,17,5.409156759112097,5.390137070596092,0.019019688516005218,0.07334551230748236
1174,"if you ask me, that means firstname lastname might well be a mafia. ",25,0.9891831045094437,0.9897311651733597,0.0005480606639159946,0.000856341231924151
1175,"ehh, lol",34,0.7105391572065316,0.4068941663281988,0.3036449908783328,0.11696843987195475
1176,morning,78,5.731032396807609,5.873663978881589,0.14263158207397986,0.16344901597834802
1177,mind gamessss,52,12.690219261509151,12.695539957913217,0.005320696404066183,0.09261368918169911
1178,"welp, its too late to change my vote",41,6.3371289777477,6.501717742864155,0.1645887651164557,0.11911618806624896
1179,firstname wanted firstname lastname gone.,59,33.24075399638095,33.13409368185245,0.10666031452850433,0.06970708567874426
1180,it turns out that firstname was indeed a member of the mafia.,25,0.9894435416754617,0.9897311651733597,0.0002876234978980152,0.000856341231924151
1181,"since i voted for firstname to be eliminated, that means i'm not a mafia. firstname, on the other hand, wanted me gone.",14,5.924108981592725,5.962451794024361,0.03834281243163584,0.06878185089332184
1182,"if i were a member of the mafia, why would i vote to have a fellow mafioso eliminated? clearly i'm a bystander. ",4,0.9999073910829648,0.9999138659910641,6.474908099352028e-06,1.1829925927452053e-05
1183,"my detractors, however, clearly want me gone for the very reason that i have them pinned!",50,12.425160028680699,12.361733751288014,0.06342627739268458,0.08639634534763625
1184,good morning!,32,7.280582620487869,7.453248793542247,0.17266617305437837,0.142773291498628
1185,firstname did want firstname gone though...,59,33.229289756764835,33.13409368185245,0.09519607491238702,0.06970708567874426
1186,"very few of us left, wow. good morning, brave few. ",32,7.624309249232592,7.453248793542247,0.17106045569034478,0.142773291498628
1187,"firstname was rotten all along. what about you, firstname? have you been active at night lately?",88,0.761835932024877,0.9095046971787669,0.14766876515388994,0.14430989847220144
1188,he must be. ,65,0.9060717961877603,0.8724018873219016,0.033669908865858744,0.022642954448292816
1189,"so that you could be the last mafioso standing, your kind knows no loyalty!",9,10.803558701956787,10.630516015353173,0.17304268660361366,0.12419282113910995
1190,yip,22,2.632588332629364,2.792625051548908,0.16003671891954374,0.11475557292545838
1191,which one of ya is it,5,0.9733602314469955,0.9664023612777154,0.006957870169280067,0.008483793331903746
1192,intense,22,2.8349598223045778,2.792625051548908,0.042334770755669826,0.11475557292545838
1193,awww but it's not :(,54,0.9035260996307533,0.8811139162395358,0.022412183391217422,0.01966978517251094
1194,but you know that don't you,35,8.963339822441553,8.801501089025187,0.16183873341636534,0.11080052756216897
1195,;),77,0.687011729221953,0.7867987614941969,0.09978703227224395,0.109258978946696
1196,she is but i voted you cause you were gonna vote me,19,10.774614395827852,10.849164609842095,0.07455021401424311,0.05568512764916732
1197,meanie,22,2.79227874390539,2.792625051548908,0.00034630764351772925,0.11475557292545838
1198,ok now that we've voted..,12,14.132380287448187,14.141426684408504,0.009046396960316727,0.06588901518489934
1199,who is it,97,1.6444568552794652,1.599938102340671,0.04451875293879426,0.1153293567593152
1200,its not me,88,0.9261532072032911,0.9095046971787669,0.016648510024524166,0.14430989847220144
1201,i knew it firstname!,98,0.8606987164331754,0.8605426550854535,0.00015606134772194746,0.016471891065239226
1202,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
1203,eliminating firstname would be obvious,59,33.0935075424993,33.13409368185245,0.040586139353145256,0.06970708567874426
1204,firstname?,3,0.7323999396891628,0.7445590811429962,0.012159141453833344,0.029393247624748563
1205,feels good.,74,0.9862183700745243,0.9883353677274148,0.0021169976528905288,0.0021239652227093113
1206,firstname,3,0.7189234777004523,0.7445590811429962,0.025635603442543897,0.029393247624748563
1207,"so, firstname is the other, right?",82,0.9998568001457039,0.999850210406959,6.589738744899876e-06,9.529730017608334e-06
1208,too much scrolling in this =/,89,4.303669610767319,4.432257687139659,0.12858807637234015,0.14111313708476073
1209,hello?,38,0.9998703198667988,0.9998556284412221,1.4691425576640604e-05,9.128381402258601e-06
1210,are we all here?,81,13.836205750858856,13.71713601663788,0.11906973422097522,0.10960820310357455
1211,you obs. :),54,0.8828351174737431,0.8811139162395358,0.0017212012342072702,0.01966978517251094
1212,your votes keep winning.,84,12.245923394180378,12.21518679428197,0.030736599898409267,0.06166262861509279
1213,firstname is quiet...,51,0.9999080891636631,0.9999130636934231,4.974529760004565e-06,6.687429383198461e-06
1214,too quiet.,83,2.2188843949637675,2.098712583394377,0.12017181156939039,0.17636755963001124
1215,boo,75,0.9990900583486864,0.9991416250715757,5.156672288930686e-05,0.00017998588292276248
1216,show yourself!,10,3.452627202167616,3.4693668138381617,0.016739611670545607,0.05323755099530851
1217,"hey everyone! firstname here, ready to follow the crowd!",53,0.9999978182863044,0.9999977717577576,4.6528546793211945e-08,2.3375600518710038e-07
1218,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1219,hello everyone.,0,0.9997141421678726,0.9997293121484646,1.516998059203356e-05,4.5808653351005316e-05
1220,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1221,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1222,"oh, shoot.  i can't change my vote.  :(",41,6.328932012057558,6.501717742864155,0.17278573080659765,0.11911618806624896
1223,heheh,2,19.11033408421458,18.942110806865355,0.16822327734922382,0.17193686878325795
1224,no it says not changeable,41,6.618458134879578,6.501717742864155,0.11674039201542286,0.11911618806624896
1225,"what are we supposed to base this vote on?  my button says ""vote (note changeable)""",41,6.430306898981574,6.501717742864155,0.0714108438825809,0.11911618806624896
1226,majority,75,0.9992245829845972,0.9991416250715757,8.295791302148636e-05,0.00017998588292276248
1227,awww.... now you're going to kill me.  lol.  ,35,8.784934538802206,8.801501089025187,0.016566550222981036,0.11080052756216897
1228,"you can still click it, just can't change it afterwards.",41,6.61801730804202,6.501717742864155,0.1162995651778651,0.11911618806624896
1229,i'm going with firstname sorry :-[,82,0.9998526776868185,0.999850210406959,2.4672798595304357e-06,9.529730017608334e-06
1230,"hey, gotta kill someone.",35,8.725263316442339,8.801501089025187,0.07623777258284825,0.11080052756216897
1231,how do we get rid of the mafia??,56,36.131009032206585,36.05753173246011,0.07347729974647166,0.06841589000406181
1232,just don't hold anything against me if i voted for you and you survive!,12,14.149118834286192,14.141426684408504,0.007692149877687626,0.06588901518489934
1233,sad,67,0.9976900124112043,0.9979666090711544,0.0002765966599501679,0.0003859492433240073
1234,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1235,lets take out firstname,53,0.9999974166213494,0.9999977717577576,3.5513640816997594e-07,2.3375600518710038e-07
1236,so uh good job on the first hanging,55,1.0746454377847356,0.9328362459290007,0.14180919185573493,0.12545048808376122
1237,looks like the problem is solved!,29,0.986260561726959,0.9863206107627364,6.0049035777387516e-05,0.0013897498500105056
1238,this is like survivor,86,7.170249614326908,7.246844806274433,0.07659519194752562,0.09475582024581412
1239,so firstname for sure?,82,0.9998476531368464,0.999850210406959,2.5572701125575747e-06,9.529730017608334e-06
1240,"was firstname not here the whole chat of ""day 1""?  if so... maybe vote firstname?",71,0.8559477113382419,0.7447523425042673,0.11119536883397463,0.09356876727749143
1241,i'm not sure who else lastname be involved since nothing happened at night,97,1.3253178410306132,1.599938102340671,0.2746202613100577,0.1153293567593152
1242,"hey, i still have all these nooses. gotta use them up.",89,4.704509965715226,4.432257687139659,0.272252278575567,0.14111313708476073
1243,there wasn't a majority at night,97,1.7653988657865596,1.599938102340671,0.16546076344588867,0.1153293567593152
1244,i was the first one to vote on day 1 and got the right guy lol,12,14.187641660855213,14.141426684408504,0.046214976446709244,0.06588901518489934
1245,or the person didn't know how to vote,84,12.244476709828296,12.21518679428197,0.029289915546327094,0.06166262861509279
1246,firstname got the wrong guy,51,0.9999055490376464,0.9999130636934231,7.514655776752477e-06,6.687429383198461e-06
1247,so i think firstname is mafia,25,0.9888382714835122,0.9897311651733597,0.0008928936898474626,0.000856341231924151
1248,"yes, i clearly suck at this game.  no argument from me!  ",52,12.695780756687233,12.695539957913217,0.0002407987740156159,0.09261368918169911
1249,i don't understand this at all,20,11.345177354989312,11.086123157436502,0.25905419755281045,0.1452214692343038
1250,"i would defo be the least competent mafia person ever.  i'm with you, firstname.",25,0.9902903556195296,0.9897311651733597,0.0005591904461699215,0.000856341231924151
1251,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1252,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1253,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1254,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1255,"firstname, you should be able to",93,40.696364657759744,40.689548484544986,0.006816173214758692,0.05203896464367442
1256,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1257,go with firstname then,82,0.9998343107620026,0.999850210406959,1.58996449564075e-05,9.529730017608334e-06
1258,"yup, have to pick someone, lol",76,0.9997132181224785,0.9997187662537166,5.548131238097831e-06,6.185545168199347e-05
1259,firstname lastname is my pick this time,23,2.108182108647244,1.962241448632654,0.14594066001458983,0.12492026798941329
1260,"okay firstname, after you this time",93,40.664404861916225,40.689548484544986,0.02514362262876091,0.05203896464367442
1261,me too,43,0.44542118046288853,0.5847759163779362,0.1393547359150477,0.09514179471623053
1262,"yes firstname, firstname",93,40.69781571004649,40.689548484544986,0.008267225501505493,0.05203896464367442
1263,"hi, who do we want to take out?",94,0.8737104895044882,0.851036911743557,0.022673577760931152,0.020317052983470377
1264,hi everyone,0,0.9996950718362104,0.9997293121484646,3.424031225418567e-05,4.5808653351005316e-05
1265,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1266,why vote firstname? ,57,4.414609871630095,4.384021632424081,0.030588239206013945,0.08720352297895374
1267,benyamin is correct.,22,2.9479553256967175,2.792625051548908,0.15533027414780953,0.11475557292545838
1268,"i guarantee you i'm not mafia, but do what you gotta do.",56,35.996922092491715,36.05753173246011,0.060609639968397744,0.06841589000406181
1269,well nice knowing you!,54,0.8880426715562214,0.8811139162395358,0.006928755316685575,0.01966978517251094
1270,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1271,then they'll know it was you,40,0.9899927113514566,0.9897263100237156,0.0002664013277410282,0.0018396536777035685
1272,we can do firstname and try to throw them off the tail?,53,0.9999979331430302,0.9999977717577576,1.6138527259013102e-07,2.3375600518710038e-07
1273,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1274,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1275,i dream of firstname?,93,40.721349196931676,40.689548484544986,0.03180071238669058,0.05203896464367442
1276,why are we voting firstname?,57,4.450734334503599,4.384021632424081,0.06671270207951796,0.08720352297895374
1277,wait what?,39,9.088175859667961,9.106968706428189,0.018792846760227633,0.14083432353647107
1278,i mean i'm all for bye firstname lol,44,7.480867094369131,7.400020633194105,0.08084646117502636,0.0775465532851967
1279,4 votes? people afk?,84,12.24017226178453,12.21518679428197,0.024985467502560255,0.06166262861509279
1280,we should vote on firstname mcconnel,57,4.527735641289711,4.384021632424081,0.14371400886563013,0.08720352297895374
1281,hey everybody,0,0.9997312748000085,0.9997293121484646,1.9626515438408987e-06,4.5808653351005316e-05
1282,is he the mafioso?,9,10.567347068809548,10.630516015353173,0.06316894654362493,0.12419282113910995
1283,lets take out firstname writght,53,0.9999976422917319,0.9999977717577576,1.2946602567787124e-07,2.3375600518710038e-07
1284,knows too much!,54,0.8930328864452401,0.8811139162395358,0.011918970205704316,0.01966978517251094
1285,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1286,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
1287,firstname lives!,53,0.999997638976014,0.9999977717577576,1.327817436003187e-07,2.3375600518710038e-07
1288,awww,2,19.181160957299088,18.942110806865355,0.23905015043373368,0.17193686878325795
1289,so we can say bye to her?,66,8.96788878030856,8.856963948428154,0.11092483188040525,0.20824101648501406
1290,what makes you think she knew that?,80,4.385387827510908,4.296601191462491,0.0887866360484173,0.11362343326074224
1291,she only asked if firstname was,51,0.9999176204873451,0.9999130636934231,4.556793921972613e-06,6.687429383198461e-06
1292,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
1293,"well i guess you get to finish early, sorry firstname :(",37,20.023440602619537,19.8389847999226,0.18445580269693806,0.10570666192442092
1294,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1295,i think ben and firstname are gonna win,53,0.9999984512942511,0.9999977717577576,6.795364935197057e-07,2.3375600518710038e-07
1296,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1297,"haha yeah i was thinking that, but they might not notice",79,8.220335414934722,8.188325033528246,0.03201038140647583,0.13092426839597565
1298,firstname,3,0.7189234777004523,0.7445590811429962,0.025635603442543897,0.029393247624748563
1299,hm?,42,0.7528329655401135,0.7288500485240419,0.02398291701607158,0.08087317773406773
1300,i asked if we got him cause i thought we won,76,0.999806125355432,0.9997187662537166,8.735910171542294e-05,6.185545168199347e-05
1301,you sound very suspicious firstname,27,11.05554455839319,11.18416213148191,0.1286175730887198,0.0855468684014906
1302,"its ok, i am kinda over this lol",52,12.814609711122296,12.695539957913217,0.11906975320907875,0.09261368918169911
1303,"well who is left, what do you all think, who could it be",6,4.730404927711154,4.901966107264757,0.17156117955360273,0.13134482395259425
1304,39 minutes and no bonus...might be underpaid? lol,91,3.7948551134197843,3.693194553086263,0.10166056033352122,0.07260413614956929
1305,firstname is mafioso,9,10.479888260064223,10.630516015353173,0.15062775528894967,0.12419282113910995
1306,only in our dreams,74,0.9900274052232017,0.9883353677274148,0.0016920374957868356,0.0021239652227093113
1307,no silly you dream of me,74,0.9886459473831879,0.9883353677274148,0.00031057965577308,0.0021239652227093113
1308,well she knew who was mafioso before so she must be mafioso herself,9,10.581974472995658,10.630516015353173,0.04854154235751551,0.12419282113910995
1309,take it as you will but i'm quite certain about her now,80,4.3704491974069954,4.296601191462491,0.07384800594450436,0.11362343326074224
1310,this is mturk so yes,99,10.210465415331607,10.067090541389126,0.14337487394248072,0.09218508946528184
1311,this game obviously needs a bonus that's what i think,91,3.7394820596910585,3.693194553086263,0.046287506604795414,0.07260413614956929
1312,ya this is the worst,85,5.257632078770248,5.045288019259653,0.21234405951059543,0.22084831406735023
1313,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
1314,did anyone die?,67,0.998032387387088,0.9979666090711544,6.577831593357342e-05,0.0003859492433240073
1315,what?,39,9.035316539958057,9.106968706428189,0.07165216647013217,0.14083432353647107
1316,i'm here,18,0.7399508545178654,0.7356155376044243,0.004335316913441023,0.07672722777188604
1317,firstname could you restate your question.,82,0.9998690948423028,0.999850210406959,1.8884435343813344e-05,9.529730017608334e-06
1318,firstname  is here,93,40.60650648148647,40.689548484544986,0.08304200305851595,0.05203896464367442
1319,i don't know how anyone's sure of anything,70,0.8832798226226048,0.8824358395546856,0.0008439830679192184,0.030485003112308548
1320,firstname?,3,0.7323999396891628,0.7445590811429962,0.012159141453833344,0.029393247624748563
1321,it appears firstname lastname might be gone,59,33.23699439897175,33.13409368185245,0.10290071711930437,0.06970708567874426
1322,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
1323,i am now sure on this onw,70,0.9093559991757393,0.8824358395546856,0.026920159621053652,0.030485003112308548
1324,i made my vote,69,6.976725566829736,7.056731389928157,0.0800058230984213,0.07095612082115835
1325,hey now,73,2.0441370972483353,1.7733712344215644,0.27076586282677084,0.12061786710499356
1326,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
1327,firstname lastname appeared after the night,23,2.217398178649099,1.962241448632654,0.2551567300164448,0.12492026798941329
1328,only firstname does,51,0.9999082812243029,0.9999130636934231,4.782469120279131e-06,6.687429383198461e-06
1329,but firstname is not speaking,51,0.9999036644251579,0.9999130636934231,9.399268265264382e-06,6.687429383198461e-06
1330,it seems like the current consensus. ,99,10.06536224875124,10.067090541389126,0.0017282926378854313,0.09218508946528184
1331,i vote for firstname lastname to be eliminated,57,4.348847793159905,4.384021632424081,0.03517383926417583,0.08720352297895374
1332,well sounds like firstname is mafia,25,0.9889637437314016,0.9897311651733597,0.0007674214419580716,0.000856341231924151
1333,i'm not smart enough to be mafia.,56,36.050928142303896,36.05753173246011,0.006603590156217365,0.06841589000406181
1334,firstname you are bullying me,93,40.784499936190336,40.689548484544986,0.09495145164535046,0.05203896464367442
1335,because i showed up a few seconds late?,61,0.8380331447152457,0.8486199102987573,0.01058676558351157,0.03075818388192046
1336,we have no information about people.,17,5.4364820919154635,5.390137070596092,0.04634502131937168,0.07334551230748236
1337,right?! how can we pick?,76,0.9996286998941254,0.9997187662537166,9.006635959118992e-05,6.185545168199347e-05
1338,"not me, how about firstname",88,0.5879097099215393,0.9095046971787669,0.32159498725722757,0.14430989847220144
1339,who should we get rid of?,94,0.8286918224961534,0.851036911743557,0.022345089247403638,0.020317052983470377
1340,why does everyone want to eliminate firstname lastname?,59,33.16214390613837,33.13409368185245,0.028050224285919967,0.06970708567874426
1341,the three that picked firstname are probably mafia!,25,0.9900824308348084,0.9897311651733597,0.0003512656614487186,0.000856341231924151
1342,they're in cahoots!,10,3.4202727940577784,3.4693668138381617,0.0490940197803833,0.05323755099530851
1343,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
1344,i am guessing firstname.,98,0.8490196681858926,0.8605426550854535,0.011522986899560883,0.016471891065239226
1345,i really dislike this randomly generated name.,46,6.581791846366937,6.554985844094832,0.026806002272105722,0.07892802030763756
1346,i vote for firstname this time,57,4.330252403028243,4.384021632424081,0.05376922939583739,0.08720352297895374
1347,howdy,22,2.6879180104262774,2.792625051548908,0.10470704112263052,0.11475557292545838
