,sentence,cluster,distance_from_cluster_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
1134,firstname... that sounds like someone in the mafia ,4,0.9899869557866038,0.00045616695104877536,0.0007902048539898131
1135,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1136,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1137,mornin folks!,34,0.9196322324764766,0.10855149360326344,0.11250250148932063
1138,morning,30,0.9787039680533834,0.005590609261764357,0.003702298783490418
1139,see they voted firstname out...other person that wanted her out was firstname. he's the next mafia,4,0.9913966461828696,0.0009535234452170416,0.0007902048539898131
1140,bwahaha,68,0.8268641380747281,0.022769092176617822,0.04611008703408091
1141,i can't read,63,0.8633355885214251,0.10111974153739689,0.09912567052953475
1142,"vote me, i'm a dum dum",44,19.351582144147592,0.12408964058409566,0.07372892858599005
1143,"yeah, he didn't get to say much yesterday",21,0.8908449809902397,0.01645060309922175,0.034088833744323414
1144,who want to go first?,55,1.1355431822896707,0.20554380933904515,0.21782119477181203
1145,ready to kick someone...,94,0.9857812174362693,0.0025131159794750113,0.0035384739643288476
1146,try..hahahah,28,19.094535594856477,0.00606898549125745,0.08485757669427652
1147,yes kick her out,52,0.985136459491077,0.0007736321756837139,0.0022584809093201684
1148,very gd morning,30,0.984124009571249,0.00017056774389878626,0.003702298783490418
1149,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1150,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1151,i agree. let's eliminate firstname.,77,0.5345396379283671,0.024997181604422658,0.07045117828295144
1152,even firstname agrees that firstname cannot be trusted.,69,16.495813688426626,0.003343971178210836,0.07553538449272867
1153,i am not mafia. ,91,20.692693891826032,0.09164688916842678,0.06228404197891624
1154,notice that firstname was eliminated last night?,71,0.9378279723514139,0.05318380471390938,0.12963946403384116
1155,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
1156,"firstname lastname... that guy has been in quite a few movies, i bet he's got mob connections. i vote firstname lastname is the mafioso! ",45,12.23557984169189,0.007964234176784046,0.1279148819699809
1157,"agreed, lastname was very quick to throw her under the bus. ",38,0.9999999040104004,8.668875617345861e-10,4.443830107220432e-08
1158,sounds like something a mob boss would say. ,82,0.8370040006492192,0.09291652531656802,0.08167809042223624
1159,firstname firstname,22,0.998732494314016,8.18194793453797e-05,0.00010996045521027704
1160,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1161,how about you?,0,1.5455821313216735,0.06708439295042123,0.11146757069160446
1162,lastname sounds like it,38,0.9999998807125376,2.243097518839221e-08,4.443830107220432e-08
1163,hmm,31,10.110213208016663,0.045600734721412906,0.06332899782991944
1164,firstname was quick to point his finger at firstname.,50,0.9839792284611393,0.00018484877185931392,0.0017317456183443601
1165,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1166,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1167,i,49,1.4468023078454335,0.005490476927705545,0.23332272937932524
1168,i agree,36,8.956310651323774,0.08984688516565065,0.12462998059354097
1169,firstname can't be trusted,69,16.425916429067524,0.07324123053731313,0.07553538449272867
1170,i don't know,16,9.672365641773606,0.0763023081194536,0.12748511953616332
1171,you got any inclination?,41,4.716038463096332,0.020632867542664357,0.13647323040378465
1172,sure,51,0.97505447754612,0.003468110589949558,0.0035668506079479297
1173,or did they?,14,6.141711714127744,0.16524326440420545,0.2234458287797907
1174,"if you ask me, that means firstname lastname might well be a mafia. ",4,0.9898730657327122,0.0005700570049403941,0.0007902048539898131
1175,"ehh, lol",6,0.90817040702778,0.039440974418548436,0.015226810279332762
1176,morning,30,0.9787039680533834,0.005590609261764357,0.003702298783490418
1177,mind gamessss,26,10.187241820551789,0.03448227400992998,0.07896401502203249
1178,"welp, its too late to change my vote",44,19.151125183478545,0.07636732008495173,0.07372892858599005
1179,firstname wanted firstname lastname gone.,71,0.7044479196347531,0.18019624800275147,0.12963946403384116
1180,it turns out that firstname was indeed a member of the mafia.,4,0.9900093064824725,0.00043381625518001954,0.0007902048539898131
1181,"since i voted for firstname to be eliminated, that means i'm not a mafia. firstname, on the other hand, wanted me gone.",4,0.9910195387352979,0.000576415997645352,0.0007902048539898131
1182,"if i were a member of the mafia, why would i vote to have a fellow mafioso eliminated? clearly i'm a bystander. ",59,0.9945935731432262,0.0003762478958020399,0.0006634340364248014
1183,"my detractors, however, clearly want me gone for the very reason that i have them pinned!",54,0.9561577131061564,0.008684469065585843,0.01173577092837348
1184,good morning!,97,4.69100150582623,0.16278223494663902,0.18069295397929336
1185,firstname did want firstname gone though...,71,0.7988707736561234,0.08577339398138117,0.12963946403384116
1186,"very few of us left, wow. good morning, brave few. ",97,5.091214996627326,0.23743125585445757,0.18069295397929336
1187,"firstname was rotten all along. what about you, firstname? have you been active at night lately?",38,0.9999998920484975,1.1095015350903736e-08,4.443830107220432e-08
1188,he must be. ,58,8.05007983188306,0.07983810411065306,0.0999344659380849
1189,"so that you could be the last mafioso standing, your kind knows no loyalty!",45,12.381517017490475,0.13797294162180052,0.1279148819699809
1190,yip,34,0.7226578876692856,0.08842285120392757,0.11250250148932063
1191,which one of ya is it,49,1.7070608489545944,0.25476806418145537,0.23332272937932524
1192,intense,34,0.9006263957099525,0.08954565683673932,0.11250250148932063
1193,awww but it's not :(,66,0.9108695705593218,0.03914697715252147,0.03630816106266816
1194,but you know that don't you,28,19.076134446770794,0.02447013357694061,0.08485757669427652
1195,;),66,0.8165324500403053,0.05519014336649508,0.03630816106266816
1196,she is but i voted you cause you were gonna vote me,52,0.9833254355864183,0.002584656080342418,0.0022584809093201684
1197,meanie,34,0.8755275260092983,0.06444678713608509,0.11250250148932063
1198,ok now that we've voted..,44,19.187359968920124,0.040132534643372964,0.07372892858599005
1199,who is it,68,0.8584611362188613,0.00882790596751537,0.04611008703408091
1200,its not me,64,0.9535705850358744,0.01159285377396957,0.0072827759095829125
1201,i knew it firstname!,50,0.9837542872932908,4.0092395989121954e-05,0.0017317456183443601
1202,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1203,eliminating firstname would be obvious,77,0.5236569188648529,0.03587990066793689,0.07045117828295144
1204,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
1205,feels good.,76,9.055732673917996,0.16821049397893084,0.09439722962112013
1206,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
1207,"so, firstname is the other, right?",17,0.9856434415198378,0.0005817129458470793,0.0011995359741607035
1208,too much scrolling in this =/,47,2.9719993673088854,0.09698960011904845,0.12432866945770064
1209,hello?,10,0.9984450389213284,0.00017103157608278075,9.60678253491835e-05
1210,are we all here?,23,8.602325514982383,0.055245803535347804,0.13773266998090306
1211,you obs. :),66,0.9020233743137315,0.030300780906931113,0.03630816106266816
1212,your votes keep winning.,72,18.000039703871185,0.03439473544678506,0.0859338212407025
1213,firstname is quiet...,53,5.602723344147032,0.09616141355789498,0.14503976429133836
1214,too quiet.,53,5.909238317125941,0.21035355942101397,0.14503976429133836
1215,boo,99,0.9480151837934099,0.003972876531070368,0.011233375782190714
1216,show yourself!,28,19.093843485937857,0.0067610944098781545,0.08485757669427652
1217,"hey everyone! firstname here, ready to follow the crowd!",38,0.999999897511967,5.6315457852562645e-09,4.443830107220432e-08
1218,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1219,hello everyone.,42,0.61508296558118,0.03919862240833294,0.05028870661417128
1220,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1221,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1222,"oh, shoot.  i can't change my vote.  :(",44,19.166109465166986,0.06138303839651016,0.07372892858599005
1223,heheh,79,17.071068770258847,0.2399797856191661,0.11230814425092658
1224,no it says not changeable,80,0.9768178406396274,0.006178498869092164,0.005344682721838321
1225,"what are we supposed to base this vote on?  my button says ""vote (note changeable)""",72,18.045558206825074,0.07991323840067466,0.0859338212407025
1226,majority,99,0.9574768551155444,0.005488794791064122,0.011233375782190714
1227,awww.... now you're going to kill me.  lol.  ,28,18.939331630670104,0.16127294967763106,0.08485757669427652
1228,"you can still click it, just can't change it afterwards.",80,0.9700864161499873,0.0005529256205479838,0.005344682721838321
1229,i'm going with firstname sorry :-[,17,0.9847187894935385,0.00034293908045224253,0.0011995359741607035
1230,"hey, gotta kill someone.",94,0.9747205353592147,0.008547566097579673,0.0035384739643288476
1231,how do we get rid of the mafia??,25,21.453986139968407,0.07638885231435921,0.08362252477365324
1232,just don't hold anything against me if i voted for you and you survive!,44,19.293549096599346,0.06605659303584943,0.07372892858599005
1233,sad,61,0.9974282111741344,0.00047502020950263013,0.0004004231617966437
1234,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1235,lets take out firstname,77,0.5455588450842478,0.013977974448541985,0.07045117828295144
1236,so uh good job on the first hanging,60,6.005406995028344,0.1735075607259029,0.13384689199071104
1237,looks like the problem is solved!,80,0.975137282293134,0.004497940522598776,0.005344682721838321
1238,this is like survivor,26,10.352590283645386,0.19983073710352706,0.07896401502203249
1239,so firstname for sure?,17,0.9844746546471775,0.0005870739268132308,0.0011995359741607035
1240,"was firstname not here the whole chat of ""day 1""?  if so... maybe vote firstname?",20,0.9583477546160878,0.2002812465131596,0.12742356919596573
1241,i'm not sure who else lastname be involved since nothing happened at night,71,1.0216555137025145,0.13701134606500998,0.12963946403384116
1242,"hey, i still have all these nooses. gotta use them up.",28,19.27465170607797,0.17404712573023673,0.08485757669427652
1243,there wasn't a majority at night,85,0.9784553632064807,0.0022191235428554723,0.004378653868800222
1244,i was the first one to vote on day 1 and got the right guy lol,44,19.23646588858815,0.008973385024653169,0.07372892858599005
1245,or the person didn't know how to vote,72,18.005309112476013,0.03966414405161345,0.0859338212407025
1246,firstname got the wrong guy,50,0.9819806869268252,0.0018136927624547994,0.0017317456183443601
1247,so i think firstname is mafia,4,0.9895258117642187,0.000917310973433838,0.0007902048539898131
1248,"yes, i clearly suck at this game.  no argument from me!  ",98,3.985918870403717,0.09700303174839053,0.10166801308905302
1249,i don't understand this at all,16,10.083680523477776,0.3350125735847165,0.12748511953616332
1250,"i would defo be the least competent mafia person ever.  i'm with you, firstname.",4,0.9908771791035422,0.0004340563658896679,0.0007902048539898131
1251,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1252,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1253,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1254,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1255,"firstname, you should be able to",17,0.9865495529349217,0.0014878243609309783,0.0011995359741607035
1256,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1257,go with firstname then,17,0.9831728448977642,0.001888883676226527,0.0011995359741607035
1258,"yup, have to pick someone, lol",33,0.9857839442457713,0.001228362493910784,0.0029499722212482054
1259,firstname lastname is my pick this time,29,0.9097814248515022,0.01261161386504428,0.011152078440496593
1260,"okay firstname, after you this time",18,23.601279794184332,0.045072168127443746,0.10713513142133453
1261,me too,15,0.42074178558517505,0.14308538756447664,0.16402510902448345
1262,"yes firstname, firstname",22,0.9989470467393655,0.00013273294600413266,0.00010996045521027704
1263,"hi, who do we want to take out?",35,0.7176324961274072,0.2196713754584672,0.14858986104472496
1264,hi everyone,90,0.9766771028720451,0.00034224522981807226,0.0011704258169573007
1265,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1266,why vote firstname? ,20,0.754930840360212,0.0031356677427162305,0.12742356919596573
1267,benyamin is correct.,73,12.226067758436818,0.14227631334848034,0.10830015599328739
1268,"i guarantee you i'm not mafia, but do what you gotta do.",91,20.72372285467513,0.06061792631932761,0.06228404197891624
1269,well nice knowing you!,0,1.4280212646277415,0.05047647374351083,0.11146757069160446
1270,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1271,then they'll know it was you,64,0.9683439778147118,0.0031805390048678106,0.0072827759095829125
1272,we can do firstname and try to throw them off the tail?,77,0.6930389051613377,0.13350208562854793,0.07045117828295144
1273,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1274,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1275,i dream of firstname?,38,0.9999999558323349,5.2688822083091225e-08,4.443830107220432e-08
1276,why are we voting firstname?,20,0.8046723475380904,0.046605839435162166,0.12742356919596573
1277,wait what?,92,9.147015584955083,0.21057104181781838,0.12663097291953926
1278,i mean i'm all for bye firstname lol,8,7.480867094369131,0.08084646117502636,0.07754655328519663
1279,4 votes? people afk?,72,17.995477323799427,0.02983235537502793,0.0859338212407025
1280,we should vote on firstname mcconnel,2,16.08951474693442,0.053528996213788815,0.12074345399439528
1281,hey everybody,42,0.6803657275701583,0.02608413958064537,0.05028870661417128
1282,is he the mafioso?,45,12.152854943528537,0.0906891323401382,0.1279148819699809
1283,lets take out firstname writght,77,0.5833117442498638,0.023774924717073986,0.07045117828295144
1284,knows too much!,28,19.11158256678012,0.010977986432383346,0.08485757669427652
1285,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1286,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1287,firstname lives!,38,0.9999998778573714,2.528614140295815e-08,4.443830107220432e-08
1288,awww,66,0.8824906481620958,0.010768054755295409,0.03630816106266816
1289,so we can say bye to her?,52,0.9880304476374094,0.0021203559706487463,0.0022584809093201684
1290,what makes you think she knew that?,52,0.9876829040417767,0.0017728123750160307,0.0022584809093201684
1291,she only asked if firstname was,50,0.9847774517980793,0.0009830721087993322,0.0017317456183443601
1292,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1293,"well i guess you get to finish early, sorry firstname :(",18,23.72056559672697,0.16435797067008195,0.10713513142133453
1294,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1295,i think ben and firstname are gonna win,2,16.308064479781784,0.27207872906115327,0.12074345399439528
1296,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1297,"haha yeah i was thinking that, but they might not notice",73,12.22512211094524,0.14133066585690202,0.10830015599328739
1298,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
1299,hm?,24,0.7960093369173696,0.008960382776455611,0.09127999212405609
1300,i asked if we got him cause i thought we won,48,5.608233675345783,0.05154392738875657,0.12247827761503292
1301,you sound very suspicious firstname,69,16.450639246289366,0.048518413315470355,0.07553538449272867
1302,"its ok, i am kinda over this lol",1,1.154721198915506,0.16991552100383578,0.17869471510766582
1303,"well who is left, what do you all think, who could it be",55,1.0244048885035166,0.09440551555289112,0.21782119477181203
1304,39 minutes and no bonus...might be underpaid? lol,89,2.475627060257139,0.20284201262073642,0.1640909174865887
1305,firstname is mafioso,45,12.073097008271715,0.17044706759696027,0.1279148819699809
1306,only in our dreams,5,1.217298889366295,0.3619391146617308,0.2946860553045414
1307,no silly you dream of me,93,4.921312955247884,0.04101133367543497,0.12073895255395019
1308,well she knew who was mafioso before so she must be mafioso herself,45,12.160958734097408,0.0825853417712672,0.1279148819699809
1309,take it as you will but i'm quite certain about her now,37,6.131570235417902,0.0022346143861957657,0.1241832083221308
1310,this is mturk so yes,32,4.415349281765296,0.08490280429424413,0.12984529980696805
1311,this game obviously needs a bonus that's what i think,26,10.21549675065548,0.06273720411362227,0.07896401502203249
1312,ya this is the worst,67,5.12634805250599,0.18365081853179355,0.2301835141326378
1313,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1314,did anyone die?,85,0.9724523389810729,0.00378390068255241,0.004378653868800222
1315,what?,92,8.93694202676512,0.0004974836278552885,0.12663097291953926
1316,i'm here,23,8.446520816735596,0.21105050178213425,0.13773266998090306
1317,firstname could you restate your question.,22,0.9989976954423372,0.0001833816489758,0.00010996045521027704
1318,firstname  is here,22,0.9988457475533788,3.143376001746301e-05,0.00010996045521027704
1319,i don't know how anyone's sure of anything,88,0.8343184600483231,0.004015429652996949,0.044296930527068415
1320,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
1321,it appears firstname lastname might be gone,71,0.7441305955195296,0.14051357211797488,0.12963946403384116
1322,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1323,i am now sure on this onw,58,8.217541501747165,0.08762356575345187,0.0999344659380849
1324,i made my vote,44,19.134123516196837,0.09336898736665944,0.07372892858599005
1325,hey now,11,0.7500935040037986,0.4109631851516295,0.2255175933785597
1326,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1327,firstname lastname appeared after the night,71,0.7960793914725229,0.0885647761649816,0.12963946403384116
1328,only firstname does,50,0.9824683302122792,0.001326049477000768,0.0017317456183443601
1329,but firstname is not speaking,50,0.9822639460186471,0.0015304336706328803,0.0017317456183443601
1330,it seems like the current consensus. ,57,14.28753471969143,0.022571090001065386,0.09297271776846235
1331,i vote for firstname lastname to be eliminated,2,15.915652730853058,0.12033301986757294,0.12074345399439528
1332,well sounds like firstname is mafia,4,0.9896762763659079,0.0007668463717446228,0.0007902048539898131
1333,i'm not smart enough to be mafia.,91,20.792254758930934,0.007913977936475192,0.06228404197891624
1334,firstname you are bullying me,18,23.732369858246688,0.17616223218979954,0.10713513142133453
1335,because i showed up a few seconds late?,80,0.9699679578294323,0.0006713839411028877,0.005344682721838321
1336,we have no information about people.,21,0.9232773123730964,0.04888293448207848,0.034088833744323414
1337,right?! how can we pick?,33,0.981198444036049,0.0033571377158115867,0.0029499722212482054
1338,"not me, how about firstname",38,0.9999999290247703,2.5881257470494745e-08,4.443830107220432e-08
1339,who should we get rid of?,35,0.41434546144916395,0.08361565921977604,0.14858986104472496
1340,why does everyone want to eliminate firstname lastname?,77,0.6077283010842149,0.048191481551425164,0.07045117828295144
1341,the three that picked firstname are probably mafia!,4,0.9906379114179246,0.0001947886802720067,0.0007902048539898131
1342,they're in cahoots!,28,19.13133834012305,0.030733759775316116,0.08485757669427652
1343,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1344,i am guessing firstname.,50,0.9830028755353287,0.0007915041539512391,0.0017317456183443601
1345,i really dislike this randomly generated name.,38,0.999999975862156,7.271864321811705e-08,4.443830107220432e-08
1346,i vote for firstname this time,20,0.666896630814837,0.09116987728809123,0.12742356919596573
1347,howdy,34,0.7695807885516841,0.04149995032152909,0.11250250148932063
1348,ok bye,70,7.017673738924435,0.06211058393397373,0.1833265899691134
1349,firstname seemed quick to the draw.,50,0.984207765047131,0.00041338535785107045,0.0017317456183443601
1350,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1351,"okay, i'll go with firstname",17,0.9834471408746376,0.0016145876993531871,0.0011995359741607035
1352,anyone have any other suggestions it's currently between firstname and firstname,17,0.9857175441088937,0.0006558155349029038,0.0011995359741607035
1353,no,5,0.5049470166281936,0.3504127580763706,0.2946860553045414
1354,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1355,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1356,weren't you quick to the draw first round?,98,3.8692064619370203,0.019709376718306082,0.10166801308905302
1357,yeah but you had voted,44,19.15942537817808,0.06806712538541504,0.07372892858599005
1358,you're an all star,23,8.85542032835187,0.19784900983414033,0.13773266998090306
1359,i don't remember even selecting anybody,33,0.9875009897197458,0.0029454079678852274,0.0029499722212482054
1360,so....i'm not sure what's going on,88,0.859989161490895,0.021655271789574937,0.044296930527068415
1361,i just loaded in and had a vote already somehow?,44,19.18905284951542,0.03843965404807648,0.07372892858599005
1362,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1363,nobody is going to questoin the people that quick to the draw?,21,0.9101253151243869,0.03573093723336895,0.034088833744323414
1364,i loaded in late to the first round,98,3.9255480771125697,0.03663223845724328,0.10166801308905302
1365,yeah and i don't know how?,24,0.922570254100136,0.13552129995922202,0.09127999212405609
1366,morning at last.,30,0.9813333086051993,0.0029612687099485058,0.003702298783490418
1367,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1368,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1369,who's next...,55,0.810620897980474,0.11937847497015153,0.21782119477181203
1370,hi again,3,0.9999999433481567,1.3756229266803643e-08,3.801308636795539e-08
1371,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1372,yo,49,1.1773602277789477,0.2749325569941914,0.23332272937932524
1373,doesnt matter,1,1.176048005479005,0.19124232756733484,0.17869471510766582
1374,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1375,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1376,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1377,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1378,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1379,"though, lastname is a gross sounding name, so fair i guess",38,0.999999914655881,1.1512368169874776e-08,4.443830107220432e-08
1380,sad days for miss firstname,71,1.0483512438086382,0.16370707617113367,0.12963946403384116
1381,d:,66,0.8787277179209579,0.007005124514157579,0.03630816106266816
1382,hey!,11,0.44616415285174277,0.10703383399957367,0.2255175933785597
1383,"firstname seems vaguely leader like, so i voted for her",20,0.8615758542523153,0.10350934614938712,0.12742356919596573
1384,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
1385,do you have anyone specific you wanted to off?,57,14.430502822213754,0.12039701252125745,0.09297271776846235
1386,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1387,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
1388,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
1389,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1390,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1391,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1392,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1393,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1394,wish they would have made this like the actual game. all we can do is just randomly pick people lol,26,10.170251436574707,0.0174918900328489,0.07896401502203249
1395,hi!,3,0.9999999540256894,3.0786965199425254e-09,3.801308636795539e-08
1396,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1397,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1398,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1399,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1400,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1401,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1402,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1403,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1404,how's it going,76,8.831026009702471,0.05649617023659381,0.09439722962112013
1405,"good, who should we eliminate?",35,0.3508854388344728,0.14707568183446718,0.14858986104472496
1406,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
1407,ok,13,0.39301682778918845,0.17637622500126726,0.26317258144691374
1408,voted,44,19.17994521790007,0.04754728566342692,0.07372892858599005
1409,same,95,5.6339594087540075,0.21033227778637364,0.2137284962182744
1410,what about now?,14,5.881302791436314,0.09516565828722534,0.2234458287797907
1411,i'm a bystander too.  girl named firstname  lol,46,0.8878800127524104,0.009581800845930966,0.019604320906268947
1412,i am also a bystander,7,0.9999998051147456,2.7357679122097522e-08,5.417537675638634e-08
1413,same,95,5.6339594087540075,0.21033227778637364,0.2137284962182744
1414,me too,15,0.42074178558517505,0.14308538756447664,0.16402510902448345
1415,says the bot,63,0.8801634287828924,0.11794758179886422,0.09912567052953475
1416,firstname didn't answer,50,0.982638311544134,0.0011560681451460164,0.0017317456183443601
1417,not sure,16,9.645890011881598,0.10277793801146196,0.12748511953616332
1418,someone's a fibber,68,0.9088935423475764,0.059260312096230394,0.04611008703408091
1419,im a bystander,7,0.9999997906860022,4.178642254437648e-08,5.417537675638634e-08
1420,who do we pick now?,33,0.9806953163541956,0.0038602653976649304,0.0029499722212482054
1421,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
1422,i voted firstname out,20,0.7319627956092245,0.02610371249370369,0.12742356919596573
1423,next during the day let's pick firstname,17,0.9862067941131063,0.0011450655391155307,0.0011995359741607035
1424,ah shoot i already choose,12,0.960204105631513,0.005001029280575997,0.009194667309340447
1425,my bad,1,1.0366605661460115,0.05185488823434137,0.17869471510766582
1426,"ok, firstname next then",17,0.9854278847645587,0.00036615619056790116,0.0011995359741607035
1427,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1428,"i'm a bystander...and a girl, i guess.",7,0.999999787605996,4.4866428794421154e-08,5.417537675638634e-08
1429,we got one of our own :(  ,61,0.9984637099286504,0.0005604785450133987,0.0004004231617966437
1430,i think firstname is sketchy,38,0.9999999164325192,1.3289006339789466e-08,4.443830107220432e-08
1431,"okay, let's go with him.",57,14.304381282420023,0.005724527272473523,0.09297271776846235
1432,"yea, i agree",36,9.142004551751759,0.09584701526233452,0.12462998059354097
1433,so long,19,2.7619582834964636,0.14668902526318828,0.15588119252524962
1434,"aw firstname, now i'm feeling sorry for you.",18,23.63539446190652,0.07918683584963304,0.10713513142133453
1435,i'm not,39,10.208434300872268,0.2502998809025989,0.13020163531737813
1436,then i'm sorry,1,1.0460768667990232,0.061271188887353056,0.17869471510766582
1437,"they said you, not me.  i just went along....",64,0.9690014154479151,0.003837976638071061,0.0072827759095829125
1438,"ok, now i'm glad you're voted out ",44,19.242792575106847,0.015300071543350668,0.07372892858599005
1439,who do we choose now>,33,0.9822338629096191,0.002321718842241416,0.0029499722212482054
1440,"let's go with firstname, then during the day let's go with firstname",17,0.9855494309444847,0.0004877023704938921,0.0011995359741607035
1441,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1442,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1443,hxcbv,68,0.8682962186282693,0.018662988376923373,0.04611008703408091
1444,xjfhuishf,68,0.7844246667584069,0.06520856349293902,0.04611008703408091
1445,bsdfyhidu,68,0.8660212889855817,0.016388058734235766,0.04611008703408091
1446,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1447,i'm a bystander too... not mafia.. not a bot.,59,0.994906412636285,6.340840274321469e-05,0.0006634340364248014
1448,just don't captcha me dude.,28,19.13154526616463,0.03094068581689413,0.08485757669427652
1449,who is the mafia?,25,21.24915335791397,0.12844392974007945,0.08362252477365324
1450,i pretty much guess they won't say.. right?,73,12.067141929168756,0.01664951591958186,0.10830015599328739
1451,oh my god i'm alive.,28,19.06147128577792,0.03913329456981529,0.08485757669427652
1452,nope nope nope..it isn't me.. i promise.,64,0.9603669345419577,0.004796504267886359,0.0072827759095829125
1453,don't do it.. i'm really not a mafia.,91,20.78608007687127,0.0017392958768098765,0.06228404197891624
1454,"i'm...melting,.,",39,10.50409718661613,0.04536300484126343,0.13020163531737813
1455,you should,62,0.8376918060604555,0.023512346525203065,0.17322507983521485
1456,yeah.. that's what all the nazis said.,40,0.9004615903201552,0.12627955186853823,0.08503115593173359
1457,lets get firstname!,22,0.998892094200918,7.778040755657134e-05,0.00010996045521027704
1458,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1459,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1460,you seem eager to throw people out,54,0.9482848611107333,0.0008116170701627512,0.01173577092837348
